CompanyName,Logo,Location,Description,Batch,Industry,SubIndustry
Tennr,https://bookface-images.s3.amazonaws.com/small_logos/c8de2a26b3429e58f6e040f79ddca94530b6c3bd.png,Remote,Custom LLMs for Business,W23,B2B SOFTWARE AND SERVICES,
Cakework,https://bookface-images.s3.amazonaws.com/small_logos/c4dbd8d6bcbc396c907943226c3f01d2cbcd5809.png,"Seattle, WA, USA",API that adds cloud hosting to any developer platform,W23,B2B SOFTWARE AND SERVICES,INFRASTRUCTURE
EdgeBit,https://bookface-images.s3.amazonaws.com/small_logos/129c0d512b87fa767fbbc001172d26269d9a0ab0.png,Remote,Security platform to prevent useless supply chain investigation,W23,B2B SOFTWARE AND SERVICES,SECURITY
ZeroDev,https://bookface-images.s3.amazonaws.com/small_logos/a30005e91ad35585a4b56bcea0746fd934004f30.png,"New York, NY, USA; Remote",Account abstraction wallets as a service,W23,B2B SOFTWARE AND SERVICES,INFRASTRUCTURE
Ruby Card,https://bookface-images.s3.amazonaws.com/small_logos/6cbe3ea3f22fe3582cf726551f2d874c197a6aa0.png,"Remote; New York, NY, USA",Neobank for e-commerce businesses,W23,FINANCIAL TECHNOLOGY,
Pledge Health,https://bookface-images.s3.amazonaws.com/small_logos/dce31c6ca3dabf16bfd5ee207762b419f47372bd.png,"New York, NY, USA; Cambridge, MA, USA; Remote",Automated patient billing for independent healthcare clinics,W23,HEALTHCARE,HEALTHCARE IT
Mirio,https://bookface-images.s3.amazonaws.com/small_logos/3f7571de4aabcb1be5c94c52baa0660c71520f19.png,"Remote; San Francisco, CA, USA; New York, NY, USA",Webflow for sales,W23,B2B SOFTWARE AND SERVICES,SALES
Glass Health,https://bookface-images.s3.amazonaws.com/small_logos/a4bfc350809e1c4f0b4e0ccc1e6449d3a68998b6.png,"San Francisco, CA, USA",We empower doctors with AI-assisted diagnosis and clinical…,W23,HEALTHCARE,HEALTHCARE IT
Double,https://bookface-images.s3.amazonaws.com/small_logos/50e5a1022a2437ff5f516fa3afe9ed74fb7be3f4.png,"Redwood City, CA, USA",The IDE for prompt based no-code automations,W23,B2B SOFTWARE AND SERVICES,PRODUCTIVITY
Byterat,https://bookface-images.s3.amazonaws.com/small_logos/66fe73be2b28a9fc12bf769f32efaf4fcf8010b2.png,"San Francisco, CA, USA; London, England, United Kingdom",Benchling for battery companies,W23,INDUSTRIALS,ENERGY
Pair AI,https://bookface-images.s3.amazonaws.com/small_logos/0ba44c88f01b86cb4c44669ac5ff55203d4603af.png,"San Francisco, CA, USA",Reimagining education with short form video and AI,W23,CONSUMER,
Mercoa,https://bookface-images.s3.amazonaws.com/small_logos/b67b90e4f6e84745cd503648bae4a2ed818421e4.png,Remote,Mercoa is the Accounts Payable API for B2B Fintechs,W23,FINANCIAL TECHNOLOGY,
Numeral,https://bookface-images.s3.amazonaws.com/small_logos/609802bd796ff5afaac53afff249cebf9564ba43.png,,Ecommerce sales tax on autopilot.,W23,B2B SOFTWARE AND SERVICES,FINANCE AND ACCOUNTING
Rubber Ducky Labs,https://bookface-images.s3.amazonaws.com/small_logos/80d1f55be06d00fd52db1ea9553e87aa6f8ac9d1.png,"Remote; San Francisco, CA, USA",Operational Analytics for Recommender Systems,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Nango,https://bookface-images.s3.amazonaws.com/small_logos/a2c91c467d6826fc9888627093516dbe795e1a6f.png,Remote,Open-source unified API for product integrations,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Parabolic,https://bookface-images.s3.amazonaws.com/small_logos/19e1af8a1c45eebbb38eb6d6fb3a5ea0f0096b9c.png,"San Francisco, CA, USA",AI assistant for customer support,W23,B2B SOFTWARE AND SERVICES,
Palomma,https://bookface-images.s3.amazonaws.com/small_logos/6efa2d71f0a1a589e982662a2f6c1a1eab9c259b.png,"Medellín, Antioquia, Colombia; Remote",Frictionless Account to Account (A2A) Payments for LatAm,W23,FINANCIAL TECHNOLOGY,
CodeComplete,https://bookface-images.s3.amazonaws.com/small_logos/2927a080cf5ff614fd75fe0ad078c9a3d577be49.png,Remote,AI-powered code completion for enterprise.,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Members.Land,https://bookface-images.s3.amazonaws.com/small_logos/e17356193b3c0cc0b4d57ac175fd4171b0cea020.png,"Palo Alto, CA, USA; Remote",Launch your paid communities using tokenized membership,W23,CONSUMER,SOCIAL
Hammr,https://bookface-images.s3.amazonaws.com/small_logos/38636c8d557c876f06607c37cab2b5419c77fbb5.png,"Remote; San Francisco, CA, USA",Rippling for the Construction Industry,W23,B2B SOFTWARE AND SERVICES,HUMAN RESOURCES
Fabra,https://bookface-images.s3.amazonaws.com/small_logos/3f1bba47760091a4005597316ede5fe002b8a0a2.png,"San Francisco, CA, USA",Import data from your users,W23,B2B SOFTWARE AND SERVICES,
Trackstar,https://bookface-images.s3.amazonaws.com/small_logos/abe1437e8afecc51bbcdce141d3c73065705c143.png,"New York, NY, USA; Remote",Plaid for supply chain logistics,W23,B2B SOFTWARE AND SERVICES,SUPPLY CHAIN AND LOGISTICS
Nebula,https://bookface-images.s3.amazonaws.com/small_logos/ffb7d7237c04ef91841ffa6c06007d8d606413a2.png,"San Francisco, CA, USA",Code-level observability and debugging for large enterprises,W23,B2B SOFTWARE AND SERVICES,INFRASTRUCTURE
FlexDesk,https://bookface-images.s3.amazonaws.com/small_logos/7ba7b37dc3c29d740d89959501d5950b59307a9f.png,"Remote; San Francisco, CA, USA; New York, NY, USA",Helping companies book and manage their spend on coworking space.,W23,B2B SOFTWARE AND SERVICES,OFFICE MANAGEMENT
Rosettic,https://bookface-images.s3.amazonaws.com/small_logos/1113d7d4c7d97fcdf674b93b7875ecc0503e6197.png,,Break down AI and cloud costs by feature and customer,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
pyq,https://bookface-images.s3.amazonaws.com/small_logos/37465f380cf2fb406afb69f0c588b0b2c9b37313.png,"San Francisco, CA, USA; New York, NY, USA; Seattle, WA, USA; Remote",Easy AI integrations into applications.,W23,B2B SOFTWARE AND SERVICES,INFRASTRUCTURE
Backdrop (previously Twig),https://bookface-images.s3.amazonaws.com/small_logos/dcbaa3bb5c44063d7f8556a66262b6a2852f72aa.png,"San Francisco, CA, USA; Seattle, WA, USA; Remote","Vertical SaaS for the $650B+ Film, TV, and Music Production Industry",W23,B2B SOFTWARE AND SERVICES,
Latent,https://bookface-images.s3.amazonaws.com/small_logos/38b3a7de664099d22e91644d7e73f352ddc41038.png,"San Francisco, CA, USA",Medical language models to automate healthcare operations,W23,HEALTHCARE,HEALTHCARE IT
Concourse,https://bookface-images.s3.amazonaws.com/small_logos/89a98719b39f000949d1e22684220a59ccdaed5b.png,"San Francisco, CA, USA; Remote",Treasury management for global companies,W23,FINANCIAL TECHNOLOGY,PAYMENTS
Viddy,https://bookface-images.s3.amazonaws.com/small_logos/1dfe2f7acf5297dd4c70e312a5b1f29fe5205ad7.png,"New York, NY, USA; Remote",Software infrastructure for video commerce,W23,B2B SOFTWARE AND SERVICES,
Lume,https://bookface-images.s3.amazonaws.com/small_logos/053379bcb6d2f8ca33ff9eb81f1d899a06a6872a.png,"San Francisco, CA, USA; New York, NY, USA",Automate custom data integrations with AI,W23,B2B SOFTWARE AND SERVICES,
Resync,https://bookface-images.s3.amazonaws.com/small_logos/70dc26507880a0ad5bc8705ea32928cb1cb7ff2b.png,"New York, NY, USA; Remote",The execution-focused OKR platform,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Pigeon,https://bookface-images.s3.amazonaws.com/small_logos/1ba5c80823fd550126b6ccf61259b290923bb56a.png,,"Document collection made fast, easy, and secure",W23,B2B SOFTWARE AND SERVICES,
Paperplane,https://bookface-images.s3.amazonaws.com/small_logos/5a398ec3d3a9f48bf7d358657bd3080ee55bc17f.png,"New York, NY, USA; London, England, United Kingdom; Remote",Update Salesforce automatically using NLP,W23,B2B SOFTWARE AND SERVICES,SALES
Depot,https://bookface-images.s3.amazonaws.com/small_logos/4d8a00dda148d37efc056ee13a8cf853ba79a8c3.png,"Remote; London, England, United Kingdom; Montpellier, Occitanie, France",Build Docker containers 20x faster,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Rollstack,https://bookface-images.s3.amazonaws.com/small_logos/b4f9110f7327a3fc03419f661fef30d16d1d229c.png,"Remote; San Francisco, CA, USA; New York, NY, USA; Paris, Île-de-France, France",Automatically update slide decks from BI tools or data warehouses,W23,B2B SOFTWARE AND SERVICES,ANALYTICS
Mirrorful,https://bookface-images.s3.amazonaws.com/small_logos/ef04a23f3852ec1f47d21ebc04eaa832f538ce8b.png,"Remote; San Francisco, CA, USA",The open-source design system framework,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Credal.ai,https://bookface-images.s3.amazonaws.com/small_logos/67584a441ac14e21e59b84f0e3760e5308aaf4dc.png,"New York, NY, USA",The safest way to use AI at the enterprise,W23,B2B SOFTWARE AND SERVICES,PRODUCTIVITY
Layup,https://bookface-images.s3.amazonaws.com/small_logos/c514361b91bc3c5d613a39d48eafd297c0a12050.png,"Remote; San Francisco, CA, USA; New York, NY, USA; Chicago, IL, USA",AI that builds workflows across company apps,W23,B2B SOFTWARE AND SERVICES,PRODUCTIVITY
Doctor Droid,https://bookface-images.s3.amazonaws.com/small_logos/7b6d81dd6d4c4bdc913b702f0bd007e3c36cfe55.png,"San Francisco, CA, USA; Bengaluru, KA, India",Your best friend in production.,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Syncly,https://bookface-images.s3.amazonaws.com/small_logos/379f7d037509c4a193a794e437d6dfd11781b2d6.png,"San Francisco, CA, USA; Boston, MA, USA; Seoul, Seoul, South Korea; Remote",AI to automatically analyze all your customer emails,W23,B2B SOFTWARE AND SERVICES,SALES
Versori,https://bookface-images.s3.amazonaws.com/small_logos/4a43c6cd4040e511134228e1f184c25114b22329.png,"Manchester, England, United Kingdom; Remote",Enterprise Integration & Workflow Automation,W23,B2B SOFTWARE AND SERVICES,INFRASTRUCTURE
Trigger.dev,https://bookface-images.s3.amazonaws.com/small_logos/8069166b83a24a11f284e53cf00c907f928eecad.png,"London, England, United Kingdom; Remote",The developer-first open source Zapier alternative,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
rift,https://bookface-images.s3.amazonaws.com/small_logos/bad003b9e6b5d5aa5f2dbd605812cd3b2604a327.png,"Remote; San Francisco, CA, USA",Cold outbound that doesn't land in spam.,W23,B2B SOFTWARE AND SERVICES,SALES
Traceloop,https://bookface-images.s3.amazonaws.com/small_logos/77e077d7e648235821aeed344f47f425e1070087.png,"Tel Aviv-Yafo, Tel Aviv District, Israel; Remote",LLMs that generate tests and detect anomalies in production,W23,B2B SOFTWARE AND SERVICES,
Matano,https://bookface-images.s3.amazonaws.com/small_logos/a222c90e6dc5a485e0f58e7075243197316b5126.png,"San Francisco, CA, USA; Seattle, WA, USA; Remote",Open Source Cloud Native SIEM (alternative to Splunk/Elastic),W23,B2B SOFTWARE AND SERVICES,SECURITY
Cardinal,https://bookface-images.s3.amazonaws.com/small_logos/b5d014c36052bdd4a69088606fa34d3acd89ab7a.png,"Remote; San Francisco, CA, USA; Austin, TX, USA",Enabling product teams to build measurable features.,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Linum,https://bookface-images.s3.amazonaws.com/small_logos/dfa8ece84ef2c7a7d1d679ee7a41f9d4e488ac86.png,"San Francisco, CA, USA",Midjourney for Video,W23,CONSUMER,
OneText,https://bookface-images.s3.amazonaws.com/small_logos/9918e6f95f34bd512b7ab9b29b23ebfc3b8a58dd.png,"Remote; San Francisco, CA, USA; San Jose, CA, USA",Frictionless payments via SMS,W23,FINANCIAL TECHNOLOGY,PAYMENTS
Reflex,https://bookface-images.s3.amazonaws.com/small_logos/79df3adc50323489e2dc1f49c3b4bd66466e4202.png,,(Previously Pynecone) Web apps in pure Python,W23,B2B SOFTWARE AND SERVICES,INFRASTRUCTURE
Blyss,https://bookface-images.s3.amazonaws.com/small_logos/a070a3276443496b8e98455f7edba47028991034.png,"Remote; San Francisco, CA, USA","Leakproof data warehouse, built on homomorphic encryption.",W23,B2B SOFTWARE AND SERVICES,SECURITY
Miracle,https://bookface-images.s3.amazonaws.com/small_logos/c9936490f00c2c8df40acd9fc6a1ba7b5383dc1c.png,"San Francisco, CA, USA",Speed up clinical trials by connecting trial data sources into 1 view,W23,HEALTHCARE,DRUG DISCOVERY AND DELIVERY
Shyp,https://bookface-images.s3.amazonaws.com/small_logos/1bd305b407355f13a8e801afdb6bade4617e5e4e.png,,Marketplace for freight movement in India,W23,B2B SOFTWARE AND SERVICES,SUPPLY CHAIN AND LOGISTICS
Laminate,https://bookface-images.s3.amazonaws.com/small_logos/911c77a885e4bf373adb4a0cdf19e141adc4231a.png,"New York, NY, USA",,W23,FINANCIAL TECHNOLOGY,
Blocksfabrik,https://bookface-images.s3.amazonaws.com/small_logos/ab13f26b83597791ea93dc886b976ccfb905d125.png,Remote,Auto-generate UI components from design guidelines,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Stack AI,https://bookface-images.s3.amazonaws.com/small_logos/56ffdf7e6d54cd05e1b72f0622c42dba01ae7c84.png,"San Francisco, CA, USA; Remote",The platform to build LLM applications (i.e. ChatGPT ) in minutes.,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Middleware,https://bookface-images.s3.amazonaws.com/small_logos/fdd5ffe56a840ece7a486c0a469ab5e6a8b631d2.png,Remote,AI-based full stack observability platform,W23,B2B SOFTWARE AND SERVICES,INFRASTRUCTURE
Infisical,https://bookface-images.s3.amazonaws.com/small_logos/621cb43ec50d1aae545391abcc114014c84d295f.png,"San Francisco, CA, USA; Remote","Open-source, end-to-end encrypted secrets manager for developers",W23,B2B SOFTWARE AND SERVICES,SECURITY
Avoca,https://bookface-images.s3.amazonaws.com/small_logos/af0e1946dbb90a7a8056019f980831e36b4cc30b.png,,AI-powered communications platform for SMBs,W23,B2B SOFTWARE AND SERVICES,
Rubbrband,https://bookface-images.s3.amazonaws.com/small_logos/b18880e05c9eef448b41e2f69a59b103c451224d.png,,Next-generation vision models,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Nucleus,https://bookface-images.s3.amazonaws.com/small_logos/0bfe1d837eccb11d67a31dd9220c5296d542cb1c.png,"San Francisco, CA, USA; Los Angeles, CA, USA; Remote",AI-powered business onboarding & identity verification agent,W23,FINANCIAL TECHNOLOGY,
Sameday,https://bookface-images.s3.amazonaws.com/small_logos/23862516af1ba0bbe26c8d0bea2a9744b359a125.png,"Lehi, UT, USA; Remote",AI sales agents for home service businesses,W23,B2B SOFTWARE AND SERVICES,SALES
Mogara,https://bookface-images.s3.amazonaws.com/small_logos/c2a699d0e9027eaebb6b3f1b637113ae21d3e655.png,"Remote; San Francisco, CA, USA",Automatic software R&D capitalization,W23,B2B SOFTWARE AND SERVICES,FINANCE AND ACCOUNTING
Chima,https://bookface-images.s3.amazonaws.com/small_logos/a5536faf0c37956706227c0349f57943e972007e.png,"San Francisco, CA, USA",Building infrastructure tools to help large companies customize their…,W23,B2B SOFTWARE AND SERVICES,
Lavo Life Sciences,https://bookface-images.s3.amazonaws.com/small_logos/590ccfba5d4f0f97ed00fd962f2fdea307dbea2f.png,,AI for drug formulation,W23,HEALTHCARE,DRUG DISCOVERY AND DELIVERY
AlphaWatch AI,https://bookface-images.s3.amazonaws.com/small_logos/a4cb8ecbcc76362cae5a0f5edc86c8e5e98a1b70.png,"San Francisco, CA, USA; New York, NY, USA",AI copilot for hedge funds with trusted data,W23,FINANCIAL TECHNOLOGY,
Unify,https://bookface-images.s3.amazonaws.com/small_logos/027aebd8670e1f9af979f5faf2e16000e83da2c8.png,"Remote; London, England, United Kingdom",Faster and Cheaper AI With One Line of Code,W23,B2B SOFTWARE AND SERVICES,INFRASTRUCTURE
OpenSight,https://bookface-images.s3.amazonaws.com/small_logos/388789f1c6ffe4850160572101030a86b8e7bc8c.png,"Remote; San Francisco, CA, USA; Sunnyvale, CA, USA",AI-powered customer support automation for fast-growing companies,W23,B2B SOFTWARE AND SERVICES,OPERATIONS
